repeated_times,Accuracy,Precision,Recall,F1,AUC
10,0.9456375838926174,0.9133002143574288,0.7912280701754386,0.847665193789504,0.9733711873043605
10,0.9442953020134228,0.9095473478503108,0.787719298245614,0.8438628806798052,0.9744849676057363
10,0.9453020134228188,0.9049242168565538,0.7982456140350876,0.8480296028612022,0.9739899541384581
10,0.94496644295302,0.9095139393550064,0.7912280701754386,0.8459801844479955,0.9740263521875228
10,0.9268456375838927,0.9172889538771558,0.6789473684210526,0.7800718519940507,0.965713037781175
10,0.9278523489932885,0.9267016420321939,0.6771929824561405,0.7820286008742305,0.9665793113489117
10,0.926510067114094,0.8968131376547408,0.6964912280701754,0.7836201534969609,0.9681662662881271
10,0.9285234899328859,0.9260325942762316,0.6824561403508772,0.7845312099402975,0.9678678022857975
10,0.9100671140939598,0.9209092883241489,0.580701754385965,0.7113638176300396,0.9620441144354663
10,0.898993288590604,0.9271783349804679,0.512280701754386,0.6594156770092059,0.9614981436994977
5,0.9,0.920149430740038,0.5228070175438597,0.6665009148155215,0.9649850767998835
5,0.9087248322147652,0.9415487861811391,0.5578947368421052,0.7002771395887994,0.9595981655383271
5,0.9087248322147652,0.9311816495640025,0.5649122807017544,0.7026302812389353,0.9662808473465823
5,0.9006711409395972,0.9254924242424243,0.5228070175438596,0.6679615997244823,0.9604571594962511
5,0.8993288590604027,0.9205076201043942,0.5192982456140351,0.6627614489170366,0.9619713183373371
5,0.9127516778523489,0.9155496960375009,0.6,0.7245182767684974,0.960631870131761
5,0.9033557046979865,0.9076937441643324,0.5508771929824561,0.6855560521759679,0.9576909077673437
5,0.9127516778523489,0.9589312240047535,0.5684210526315789,0.7134989097729221,0.966047899832569
5,0.8993288590604026,0.9192201426024955,0.5192982456140351,0.6634024634799529,0.9537016815898667
5,0.9302013422818792,0.905937637241985,0.7087719298245614,0.7952551394488392,0.9573706049355752
5,0.9315436241610738,0.8772467532467532,0.7473684210526315,0.8066260337901185,0.9606609885710127
5,0.9261744966442953,0.8905711403659421,0.7017543859649122,0.7840731994768104,0.9641552012812113
5,0.9268456375838927,0.9008855060045555,0.6947368421052631,0.7840176494795081,0.9656402416830459
5,0.9463087248322148,0.9118921568627452,0.7964912280701754,0.8502101567522129,0.968086190580185
5,0.933557046979866,0.8979758767802245,0.7368421052631579,0.8079569928728825,0.970619494795079
5,0.9248322147651008,0.8919211756673839,0.6912280701754386,0.7779193794022463,0.965116109776516
5,0.9302013422818792,0.9079787234042552,0.7087719298245615,0.7946629659000793,0.9678386838465458
5,0.9302013422818792,0.9131583785274382,0.7017543859649122,0.7934830337402672,0.9703865472810659
5,0.9241610738255034,0.8719350313768919,0.7087719298245614,0.7813038334007558,0.9690179806362378
5,0.9328859060402686,0.9296420428636571,0.7052631578947368,0.8004887361588393,0.9724976341268107
5,0.9342281879194629,0.9243710334024181,0.7157894736842105,0.8062674799478259,0.9696585862997743
5,0.9395973154362416,0.8886500754147812,0.7824561403508772,0.831900393184797,0.9730363252529666
5,0.9496644295302014,0.9203041936905695,0.8070175438596492,0.8596673023538178,0.9705466986969498
5,0.9369127516778523,0.9066850421944912,0.7473684210526316,0.8192469739456367,0.9674310256970227
5,0.938255033557047,0.8974277240175164,0.7684210526315789,0.826430156513322,0.9640824051830821
5,0.9268456375838925,0.905455871246647,0.6912280701754386,0.7828097165991903,0.9585499017252677
5,0.9422818791946309,0.8995967617816356,0.7859649122807018,0.8387683690020543,0.9622770619494794
5,0.9463087248322146,0.9191599090057541,0.7894736842105262,0.848952293812107,0.9679114799446751
